order_id,customer_id,country,product,order_date,sales_amount
12955,USA_012955,USA,Socks,2024-01-20,156
12956,USA_012956,USA,Socks,2024-01-21,157
12957,USA_012957,USA,T-Shirt,2024-01-22,158
12958,USA_012958,USA,Socks,2024-01-23,159
12959,USA_012959,USA,Socks,2024-01-24,160
12960,USA_012960,USA,T-Shirt,2024-01-25,161
12961,USA_012961,USA,Socks,2024-01-26,162
12962,USA_012962,USA,Socks,2024-01-27,163
12963,USA_012963,USA,T-Shirt,2024-01-28,164
12964,USA_012964,USA,Socks,2024-01-01,165
12965,USA_012965,USA,Socks,2024-01-02,166
12966,USA_012966,USA,T-Shirt,2024-01-03,167
12967,USA_012967,USA,Socks,2024-01-04,168
12968,USA_012968,USA,Socks,2024-01-05,169
12969,USA_012969,USA,T-Shirt,2024-01-06,170
12970,USA_012970,USA,Socks,2024-01-07,171
12971,USA_012971,USA,Socks,2024-01-08,172
12972,USA_012972,USA,T-Shirt,2024-01-09,173
12973,USA_012973,USA,Socks,2024-01-10,174
12974,USA_012974,USA,Socks,2024-01-11,175
12975,USA_012975,USA,T-Shirt,2024-01-12,176
12976,USA_012976,USA,Socks,2024-01-13,177
12977,USA_012977,USA,Socks,2024-01-14,178
12978,USA_012978,USA,T-Shirt,2024-01-15,179
12979,USA_012979,USA,Socks,2024-01-16,180
12980,USA_012980,USA,Socks,2024-01-17,181
12981,USA_012981,USA,T-Shirt,2024-01-18,182
12982,USA_012982,USA,Socks,2024-01-19,183
12983,USA_012983,USA,Socks,2024-01-20,184
12984,USA_012984,USA,T-Shirt,2024-01-21,185
12985,USA_012985,USA,Socks,2024-01-22,186
12986,USA_012986,USA,Socks,2024-01-23,187
12987,USA_012987,USA,T-Shirt,2024-01-24,188
12988,USA_012988,USA,Socks,2024-01-25,189
12989,USA_012989,USA,Socks,2024-01-26,190
12990,USA_012990,USA,T-Shirt,2024-01-27,191
12991,USA_012991,USA,Socks,2024-01-28,192
12992,USA_012992,USA,Socks,2024-01-01,193
12993,USA_012993,USA,T-Shirt,2024-01-02,194
12994,USA_012994,USA,Socks,2024-01-03,195
12995,USA_012995,USA,Socks,2024-01-04,196
12996,USA_012996,USA,T-Shirt,2024-01-05,197
12997,USA_012997,USA,Socks,2024-01-06,198
12998,USA_012998,USA,Socks,2024-01-07,199
12999,USA_012999,USA,T-Shirt,2024-01-08,200
13000,USA_013000,USA,Socks,2024-01-09,1
13001,USA_013001,USA,Socks,2024-01-10,2
13002,USA_013002,USA,T-Shirt,2024-01-11,3
13003,USA_013003,USA,Socks,2024-01-12,4
13004,USA_013004,USA,Socks,2024-01-13,5
13005,USA_013005,USA,T-Shirt,2024-01-14,6
13006,USA_013006,USA,Socks,2024-01-15,7
13007,USA_013007,USA,Socks,2024-01-16,8
13008,USA_013008,USA,T-Shirt,2024-01-17,9
13009,USA_013009,USA,Socks,2024-01-18,10
13010,USA_013010,USA,Socks,2024-01-19,11
13011,USA_013011,USA,T-Shirt,2024-01-20,12
13012,USA_013012,USA,Socks,2024-01-21,13
13013,USA_013013,USA,Socks,2024-01-22,14
13014,USA_013014,USA,T-Shirt,2024-01-23,15
13015,USA_013015,USA,Socks,2024-01-24,16
13016,USA_013016,USA,Socks,2024-01-25,17
13017,USA_013017,USA,T-Shirt,2024-01-26,18
13018,USA_013018,USA,Socks,2024-01-27,19
13019,USA_013019,USA,Socks,2024-01-28,20
13020,USA_013020,USA,T-Shirt,2024-01-01,21
13021,USA_013021,USA,Socks,2024-01-02,22
13022,USA_013022,USA,Socks,2024-01-03,23
13023,USA_013023,USA,T-Shirt,2024-01-04,24
13024,USA_013024,USA,Socks,2024-01-05,25
13025,USA_013025,USA,Socks,2024-01-06,26
13026,USA_013026,USA,T-Shirt,2024-01-07,27
13027,USA_013027,USA,Socks,2024-01-08,28
13028,USA_013028,USA,Socks,2024-01-09,29
13029,USA_013029,USA,T-Shirt,2024-01-10,30
13030,USA_013030,USA,Socks,2024-01-11,31
13031,USA_013031,USA,Socks,2024-01-12,32
13032,USA_013032,USA,T-Shirt,2024-01-13,33
13033,USA_013033,USA,Socks,2024-01-14,34
13034,USA_013034,USA,Socks,2024-01-15,35
13035,USA_013035,USA,T-Shirt,2024-01-16,36
13036,USA_013036,USA,Socks,2024-01-17,37
13037,USA_013037,USA,Socks,2024-01-18,38
13038,USA_013038,USA,T-Shirt,2024-01-19,39
13039,USA_013039,USA,Socks,2024-01-20,40
13040,USA_013040,USA,Socks,2024-01-21,41
13041,USA_013041,USA,T-Shirt,2024-01-22,42
13042,USA_013042,USA,Socks,2024-01-23,43
13043,USA_013043,USA,Socks,2024-01-24,44
13044,USA_013044,USA,T-Shirt,2024-01-25,45
13045,USA_013045,USA,Socks,2024-01-26,46
13046,USA_013046,USA,Socks,2024-01-27,47
13047,USA_013047,USA,T-Shirt,2024-01-28,48
13048,USA_013048,USA,Socks,2024-01-01,49
13049,USA_013049,USA,Socks,2024-01-02,50
13050,USA_013050,USA,T-Shirt,2024-01-03,51
13051,USA_013051,USA,Socks,2024-01-04,52
13052,USA_013052,USA,Socks,2024-01-05,53
13053,USA_013053,USA,T-Shirt,2024-01-06,54
13054,USA_013054,USA,Socks,2024-01-07,55
13055,USA_013055,USA,Socks,2024-01-08,56
13056,USA_013056,USA,T-Shirt,2024-01-09,57
13057,USA_013057,USA,Socks,2024-01-10,58
13058,USA_013058,USA,Socks,2024-01-11,59
13059,USA_013059,USA,T-Shirt,2024-01-12,60
13060,USA_013060,USA,Socks,2024-01-13,61
13061,USA_013061,USA,Socks,2024-01-14,62
13062,USA_013062,USA,T-Shirt,2024-01-15,63
13063,USA_013063,USA,Socks,2024-01-16,64
13064,USA_013064,USA,Socks,2024-01-17,65
13065,USA_013065,USA,T-Shirt,2024-01-18,66
13066,USA_013066,USA,Socks,2024-01-19,67
13067,USA_013067,USA,Socks,2024-01-20,68
13068,USA_013068,USA,T-Shirt,2024-01-21,69
13069,USA_013069,USA,Socks,2024-01-22,70
13070,USA_013070,USA,Socks,2024-01-23,71
13071,USA_013071,USA,T-Shirt,2024-01-24,72
13072,USA_013072,USA,Socks,2024-01-25,73
13073,USA_013073,USA,Socks,2024-01-26,74
13074,USA_013074,USA,T-Shirt,2024-01-27,75
13075,USA_013075,USA,Socks,2024-01-28,76
13076,USA_013076,USA,Socks,2024-01-01,77
13077,USA_013077,USA,T-Shirt,2024-01-02,78
13078,USA_013078,USA,Socks,2024-01-03,79
13079,USA_013079,USA,Socks,2024-01-04,80
13080,USA_013080,USA,T-Shirt,2024-01-05,81
13081,USA_013081,USA,Socks,2024-01-06,82
13082,USA_013082,USA,Socks,2024-01-07,83
13083,USA_013083,USA,T-Shirt,2024-01-08,84
13084,USA_013084,USA,Socks,2024-01-09,85
13085,USA_013085,USA,Socks,2024-01-10,86
13086,USA_013086,USA,T-Shirt,2024-01-11,87
13087,USA_013087,USA,Socks,2024-01-12,88
13088,USA_013088,USA,Socks,2024-01-13,89
13089,USA_013089,USA,T-Shirt,2024-01-14,90
13090,USA_013090,USA,Socks,2024-01-15,91
13091,USA_013091,USA,Socks,2024-01-16,92
13092,USA_013092,USA,T-Shirt,2024-01-17,93
13093,USA_013093,USA,Socks,2024-01-18,94
13094,USA_013094,USA,Socks,2024-01-19,95
13095,USA_013095,USA,T-Shirt,2024-01-20,96
13096,USA_013096,USA,Socks,2024-01-21,97
13097,USA_013097,USA,Socks,2024-01-22,98
13098,USA_013098,USA,T-Shirt,2024-01-23,99
13099,USA_013099,USA,Socks,2024-01-24,100
13100,USA_013100,USA,Socks,2024-01-25,101
13101,USA_013101,USA,T-Shirt,2024-01-26,102
13102,USA_013102,USA,Socks,2024-01-27,103
13103,USA_013103,USA,Socks,2024-01-28,104
13104,USA_013104,USA,T-Shirt,2024-01-01,105
13105,USA_013105,USA,Socks,2024-01-02,106
13106,USA_013106,USA,Socks,2024-01-03,107
13107,USA_013107,USA,T-Shirt,2024-01-04,108
13108,USA_013108,USA,Socks,2024-01-05,109
13109,USA_013109,USA,Socks,2024-01-06,110
13110,USA_013110,USA,T-Shirt,2024-01-07,111
13111,USA_013111,USA,Socks,2024-01-08,112
13112,USA_013112,USA,Socks,2024-01-09,113
13113,USA_013113,USA,T-Shirt,2024-01-10,114
13114,USA_013114,USA,Socks,2024-01-11,115
13115,USA_013115,USA,Socks,2024-01-12,116
13116,USA_013116,USA,T-Shirt,2024-01-13,117
13117,USA_013117,USA,Socks,2024-01-14,118
13118,USA_013118,USA,Socks,2024-01-15,119
13119,USA_013119,USA,T-Shirt,2024-01-16,120
13120,USA_013120,USA,Socks,2024-01-17,121
13121,USA_013121,USA,Socks,2024-01-18,122
13122,USA_013122,USA,T-Shirt,2024-01-19,123
13123,USA_013123,USA,Socks,2024-01-20,124
13124,USA_013124,USA,Socks,2024-01-21,125
13125,USA_013125,USA,T-Shirt,2024-01-22,126
13126,USA_013126,USA,Socks,2024-01-23,127
13127,USA_013127,USA,Socks,2024-01-24,128
13128,USA_013128,USA,T-Shirt,2024-01-25,129
13129,USA_013129,USA,Socks,2024-01-26,130
13130,USA_013130,USA,Socks,2024-01-27,131
13131,USA_013131,USA,T-Shirt,2024-01-28,132
13132,USA_013132,USA,Socks,2024-01-01,133
13133,USA_013133,USA,Socks,2024-01-02,134
13134,USA_013134,USA,T-Shirt,2024-01-03,135
13135,USA_013135,USA,Socks,2024-01-04,136
13136,USA_013136,USA,Socks,2024-01-05,137
13137,USA_013137,USA,T-Shirt,2024-01-06,138
13138,USA_013138,USA,Socks,2024-01-07,139
13139,USA_013139,USA,Socks,2024-01-08,140
13140,USA_013140,USA,T-Shirt,2024-01-09,141
13141,USA_013141,USA,Socks,2024-01-10,142
13142,USA_013142,USA,Socks,2024-01-11,143
13143,USA_013143,USA,T-Shirt,2024-01-12,144
13144,USA_013144,USA,Socks,2024-01-13,145
13145,USA_013145,USA,Socks,2024-01-14,146
13146,USA_013146,USA,T-Shirt,2024-01-15,147
13147,USA_013147,USA,Socks,2024-01-16,148
13148,USA_013148,USA,Socks,2024-01-17,149
13149,USA_013149,USA,T-Shirt,2024-01-18,150
13150,USA_013150,USA,Socks,2024-01-19,151
13151,USA_013151,USA,Socks,2024-01-20,152
13152,USA_013152,USA,T-Shirt,2024-01-21,153
13153,USA_013153,USA,Socks,2024-01-22,154
13154,USA_013154,USA,Socks,2024-01-23,155
13155,USA_013155,USA,T-Shirt,2024-01-24,156
13156,USA_013156,USA,Socks,2024-01-25,157
13157,USA_013157,USA,Socks,2024-01-26,158
13158,USA_013158,USA,T-Shirt,2024-01-27,159
13159,USA_013159,USA,Socks,2024-01-28,160
13160,USA_013160,USA,Socks,2024-01-01,161
13161,USA_013161,USA,T-Shirt,2024-01-02,162
13162,USA_013162,USA,Socks,2024-01-03,163
13163,USA_013163,USA,Socks,2024-01-04,164
13164,USA_013164,USA,T-Shirt,2024-01-05,165
13165,USA_013165,USA,Socks,2024-01-06,166
13166,USA_013166,USA,Socks,2024-01-07,167
13167,USA_013167,USA,T-Shirt,2024-01-08,168
13168,USA_013168,USA,Socks,2024-01-09,169
13169,USA_013169,USA,Socks,2024-01-10,170
13170,USA_013170,USA,T-Shirt,2024-01-11,171
13171,USA_013171,USA,Socks,2024-01-12,172
13172,USA_013172,USA,Socks,2024-01-13,173
13173,USA_013173,USA,T-Shirt,2024-01-14,174
13174,USA_013174,USA,Socks,2024-01-15,175
13175,USA_013175,USA,Socks,2024-01-16,176
13176,USA_013176,USA,T-Shirt,2024-01-17,177
13177,USA_013177,USA,Socks,2024-01-18,178
13178,USA_013178,USA,Socks,2024-01-19,179
13179,USA_013179,USA,T-Shirt,2024-01-20,180
13180,USA_013180,USA,Socks,2024-01-21,181
13181,USA_013181,USA,Socks,2024-01-22,182
13182,USA_013182,USA,T-Shirt,2024-01-23,183
13183,USA_013183,USA,Socks,2024-01-24,184
13184,USA_013184,USA,Socks,2024-01-25,185
13185,USA_013185,USA,T-Shirt,2024-01-26,186
13186,USA_013186,USA,Socks,2024-01-27,187
13187,USA_013187,USA,Socks,2024-01-28,188
13188,USA_013188,USA,T-Shirt,2024-01-01,189
13189,USA_013189,USA,Socks,2024-01-02,190
13190,USA_013190,USA,Socks,2024-01-03,191
13191,USA_013191,USA,T-Shirt,2024-01-04,192
13192,USA_013192,USA,Socks,2024-01-05,193
13193,USA_013193,USA,Socks,2024-01-06,194
13194,USA_013194,USA,T-Shirt,2024-01-07,195
13195,USA_013195,USA,Socks,2024-01-08,196
13196,USA_013196,USA,Socks,2024-01-09,197
13197,USA_013197,USA,T-Shirt,2024-01-10,198
13198,USA_013198,USA,Socks,2024-01-11,199
13199,USA_013199,USA,Socks,2024-01-12,200
13200,USA_013200,USA,T-Shirt,2024-01-13,1
13201,USA_013201,USA,Socks,2024-01-14,2
13202,USA_013202,USA,Socks,2024-01-15,3
13203,USA_013203,USA,T-Shirt,2024-01-16,4
13204,USA_013204,USA,Socks,2024-01-17,5
13205,USA_013205,USA,Socks,2024-01-18,6
13206,USA_013206,USA,T-Shirt,2024-01-19,7
13207,USA_013207,USA,Socks,2024-01-20,8
13208,USA_013208,USA,Socks,2024-01-21,9
13209,USA_013209,USA,T-Shirt,2024-01-22,10
13210,USA_013210,USA,Socks,2024-01-23,11
13211,USA_013211,USA,Socks,2024-01-24,12
13212,USA_013212,USA,T-Shirt,2024-01-25,13
13213,USA_013213,USA,Socks,2024-01-26,14
13214,USA_013214,USA,Socks,2024-01-27,15
13215,USA_013215,USA,T-Shirt,2024-01-28,16
13216,USA_013216,USA,Socks,2024-01-01,17
13217,USA_013217,USA,Socks,2024-01-02,18
13218,USA_013218,USA,T-Shirt,2024-01-03,19
13219,USA_013219,USA,Socks,2024-01-04,20
13220,USA_013220,USA,Socks,2024-01-05,21
13221,USA_013221,USA,T-Shirt,2024-01-06,22
13222,USA_013222,USA,Socks,2024-01-07,23
13223,USA_013223,USA,Socks,2024-01-08,24
13224,USA_013224,USA,T-Shirt,2024-01-09,25
13225,USA_013225,USA,Socks,2024-01-10,26
13226,USA_013226,USA,Socks,2024-01-11,27
13227,USA_013227,USA,T-Shirt,2024-01-12,28
13228,USA_013228,USA,Socks,2024-01-13,29
13229,USA_013229,USA,Socks,2024-01-14,30
13230,USA_013230,USA,T-Shirt,2024-01-15,31
13231,USA_013231,USA,Socks,2024-01-16,32
13232,USA_013232,USA,Socks,2024-01-17,33
13233,USA_013233,USA,T-Shirt,2024-01-18,34
13234,USA_013234,USA,Socks,2024-01-19,35
13235,USA_013235,USA,Socks,2024-01-20,36
13236,USA_013236,USA,T-Shirt,2024-01-21,37
13237,USA_013237,USA,Socks,2024-01-22,38
13238,USA_013238,USA,Socks,2024-01-23,39
13239,USA_013239,USA,T-Shirt,2024-01-24,40
13240,USA_013240,USA,Socks,2024-01-25,41
13241,USA_013241,USA,Socks,2024-01-26,42
13242,USA_013242,USA,T-Shirt,2024-01-27,43
13243,USA_013243,USA,Socks,2024-01-28,44
13244,USA_013244,USA,Socks,2024-01-01,45
13245,USA_013245,USA,T-Shirt,2024-01-02,46
13246,USA_013246,USA,Socks,2024-01-03,47
13247,USA_013247,USA,Socks,2024-01-04,48
13248,USA_013248,USA,T-Shirt,2024-01-05,49
13249,USA_013249,USA,Socks,2024-01-06,50
13250,USA_013250,USA,Socks,2024-01-07,51
13251,USA_013251,USA,T-Shirt,2024-01-08,52
13252,USA_013252,USA,Socks,2024-01-09,53
13253,USA_013253,USA,Socks,2024-01-10,54
13254,USA_013254,USA,T-Shirt,2024-01-11,55
13255,USA_013255,USA,Socks,2024-01-12,56
13256,USA_013256,USA,Socks,2024-01-13,57
13257,USA_013257,USA,T-Shirt,2024-01-14,58
13258,USA_013258,USA,Socks,2024-01-15,59
13259,USA_013259,USA,Socks,2024-01-16,60
13260,USA_013260,USA,T-Shirt,2024-01-17,61
13261,USA_013261,USA,Socks,2024-01-18,62
13262,USA_013262,USA,Socks,2024-01-19,63
13263,USA_013263,USA,T-Shirt,2024-01-20,64
13264,USA_013264,USA,Socks,2024-01-21,65
13265,USA_013265,USA,Socks,2024-01-22,66
13266,USA_013266,USA,T-Shirt,2024-01-23,67
13267,USA_013267,USA,Socks,2024-01-24,68
13268,USA_013268,USA,Socks,2024-01-25,69
13269,USA_013269,USA,T-Shirt,2024-01-26,70
13270,USA_013270,USA,Socks,2024-01-27,71
13271,USA_013271,USA,Socks,2024-01-28,72
13272,USA_013272,USA,T-Shirt,2024-01-01,73
13273,USA_013273,USA,Socks,2024-01-02,74
13274,USA_013274,USA,Socks,2024-01-03,75
13275,USA_013275,USA,T-Shirt,2024-01-04,76
13276,USA_013276,USA,Socks,2024-01-05,77
13277,USA_013277,USA,Socks,2024-01-06,78
13278,USA_013278,USA,T-Shirt,2024-01-07,79
13279,USA_013279,USA,Socks,2024-01-08,80
13280,USA_013280,USA,Socks,2024-01-09,81
13281,USA_013281,USA,T-Shirt,2024-01-10,82
13282,USA_013282,USA,Socks,2024-01-11,83
13283,USA_013283,USA,Socks,2024-01-12,84
13284,USA_013284,USA,T-Shirt,2024-01-13,85
13285,USA_013285,USA,Socks,2024-01-14,86
13286,USA_013286,USA,Socks,2024-01-15,87
13287,USA_013287,USA,T-Shirt,2024-01-16,88
13288,USA_013288,USA,Socks,2024-01-17,89
13289,USA_013289,USA,Socks,2024-01-18,90
13290,USA_013290,USA,T-Shirt,2024-01-19,91
13291,USA_013291,USA,Socks,2024-01-20,92
13292,USA_013292,USA,Socks,2024-01-21,93
13293,USA_013293,USA,T-Shirt,2024-01-22,94
13294,USA_013294,USA,Socks,2024-01-23,95
13295,USA_013295,USA,Socks,2024-01-24,96
13296,USA_013296,USA,T-Shirt,2024-01-25,97
13297,USA_013297,USA,Socks,2024-01-26,98
13298,USA_013298,USA,Socks,2024-01-27,99
13299,USA_013299,USA,T-Shirt,2024-01-28,100
13300,USA_013300,USA,Socks,2024-01-01,101
13301,USA_013301,USA,Socks,2024-01-02,102
13302,USA_013302,USA,T-Shirt,2024-01-03,103
13303,USA_013303,USA,Socks,2024-01-04,104
13304,USA_013304,USA,Socks,2024-01-05,105
13305,USA_013305,USA,T-Shirt,2024-01-06,106
13306,USA_013306,USA,Socks,2024-01-07,107
13307,USA_013307,USA,Socks,2024-01-08,108
13308,USA_013308,USA,T-Shirt,2024-01-09,109
13309,USA_013309,USA,Socks,2024-01-10,110
13310,USA_013310,USA,Socks,2024-01-11,111
13311,USA_013311,USA,T-Shirt,2024-01-12,112
13312,USA_013312,USA,Socks,2024-01-13,113
13313,USA_013313,USA,Socks,2024-01-14,114
13314,USA_013314,USA,T-Shirt,2024-01-15,115
13315,USA_013315,USA,Socks,2024-01-16,116
13316,USA_013316,USA,Socks,2024-01-17,117
13317,USA_013317,USA,T-Shirt,2024-01-18,118
13318,USA_013318,USA,Socks,2024-01-19,119
13319,USA_013319,USA,Socks,2024-01-20,120
13320,USA_013320,USA,T-Shirt,2024-01-21,121
13321,USA_013321,USA,Socks,2024-01-22,122
13322,USA_013322,USA,Socks,2024-01-23,123
13323,USA_013323,USA,T-Shirt,2024-01-24,124
13324,USA_013324,USA,Socks,2024-01-25,125
13325,USA_013325,USA,Socks,2024-01-26,126
13326,USA_013326,USA,T-Shirt,2024-01-27,127
13327,USA_013327,USA,Socks,2024-01-28,128
13328,USA_013328,USA,Socks,2024-01-01,129
13329,USA_013329,USA,T-Shirt,2024-01-02,130
13330,USA_013330,USA,Socks,2024-01-03,131
13331,USA_013331,USA,Socks,2024-01-04,132
13332,USA_013332,USA,T-Shirt,2024-01-05,133
13333,USA_013333,USA,Socks,2024-01-06,134
13334,USA_013334,USA,Socks,2024-01-07,135
13335,USA_013335,USA,T-Shirt,2024-01-08,136
13336,USA_013336,USA,Socks,2024-01-09,137
13337,USA_013337,USA,Socks,2024-01-10,138
13338,USA_013338,USA,T-Shirt,2024-01-11,139
13339,USA_013339,USA,Socks,2024-01-12,140
13340,USA_013340,USA,Socks,2024-01-13,141
13341,USA_013341,USA,T-Shirt,2024-01-14,142
13342,USA_013342,USA,Socks,2024-01-15,143
13343,USA_013343,USA,Socks,2024-01-16,144
13344,USA_013344,USA,T-Shirt,2024-01-17,145
13345,USA_013345,USA,Socks,2024-01-18,146
13346,USA_013346,USA,Socks,2024-01-19,147
13347,USA_013347,USA,T-Shirt,2024-01-20,148
13348,USA_013348,USA,Socks,2024-01-21,149
13349,USA_013349,USA,Socks,2024-01-22,150
13350,USA_013350,USA,T-Shirt,2024-01-23,151
13351,USA_013351,USA,Socks,2024-01-24,152
13352,USA_013352,USA,Socks,2024-01-25,153
13353,USA_013353,USA,T-Shirt,2024-01-26,154
13354,USA_013354,USA,Socks,2024-01-27,155
13355,USA_013355,USA,Socks,2024-01-28,156
13356,USA_013356,USA,T-Shirt,2024-01-01,157
13357,USA_013357,USA,Socks,2024-01-02,158
13358,USA_013358,USA,Socks,2024-01-03,159
13359,USA_013359,USA,T-Shirt,2024-01-04,160
13360,USA_013360,USA,Socks,2024-01-05,161
13361,USA_013361,USA,Socks,2024-01-06,162
13362,USA_013362,USA,T-Shirt,2024-01-07,163
13363,USA_013363,USA,Socks,2024-01-08,164
13364,USA_013364,USA,Socks,2024-01-09,165
13365,USA_013365,USA,T-Shirt,2024-01-10,166
13366,USA_013366,USA,Socks,2024-01-11,167
13367,USA_013367,USA,Socks,2024-01-12,168
13368,USA_013368,USA,T-Shirt,2024-01-13,169
13369,USA_013369,USA,Socks,2024-01-14,170
13370,USA_013370,USA,Socks,2024-01-15,171
13371,USA_013371,USA,T-Shirt,2024-01-16,172
13372,USA_013372,USA,Socks,2024-01-17,173
13373,USA_013373,USA,Socks,2024-01-18,174
13374,USA_013374,USA,T-Shirt,2024-01-19,175
13375,USA_013375,USA,Socks,2024-01-20,176
13376,USA_013376,USA,Socks,2024-01-21,177
13377,USA_013377,USA,T-Shirt,2024-01-22,178
13378,USA_013378,USA,Socks,2024-01-23,179
13379,USA_013379,USA,Socks,2024-01-24,180
13380,USA_013380,USA,T-Shirt,2024-01-25,181
13381,USA_013381,USA,Socks,2024-01-26,182
13382,USA_013382,USA,Socks,2024-01-27,183
13383,USA_013383,USA,T-Shirt,2024-01-28,184
13384,USA_013384,USA,Socks,2024-01-01,185
13385,USA_013385,USA,Socks,2024-01-02,186
13386,USA_013386,USA,T-Shirt,2024-01-03,187
13387,USA_013387,USA,Socks,2024-01-04,188
13388,USA_013388,USA,Socks,2024-01-05,189
13389,USA_013389,USA,T-Shirt,2024-01-06,190
13390,USA_013390,USA,Socks,2024-01-07,191
13391,USA_013391,USA,Socks,2024-01-08,192
13392,USA_013392,USA,T-Shirt,2024-01-09,193
13393,USA_013393,USA,Socks,2024-01-10,194
13394,USA_013394,USA,Socks,2024-01-11,195
13395,USA_013395,USA,T-Shirt,2024-01-12,196
13396,USA_013396,USA,Socks,2024-01-13,197
13397,USA_013397,USA,Socks,2024-01-14,198
13398,USA_013398,USA,T-Shirt,2024-01-15,199
13399,USA_013399,USA,Socks,2024-01-16,200
13400,USA_013400,USA,Socks,2024-01-17,1
13401,USA_013401,USA,T-Shirt,2024-01-18,2
13402,USA_013402,USA,Socks,2024-01-19,3
13403,USA_013403,USA,Socks,2024-01-20,4
13404,USA_013404,USA,T-Shirt,2024-01-21,5
13405,USA_013405,USA,Socks,2024-01-22,6
13406,USA_013406,USA,Socks,2024-01-23,7
13407,USA_013407,USA,T-Shirt,2024-01-24,8
13408,USA_013408,USA,Socks,2024-01-25,9
13409,USA_013409,USA,Socks,2024-01-26,10
13410,USA_013410,USA,T-Shirt,2024-01-27,11
13411,USA_013411,USA,Socks,2024-01-28,12
13412,USA_013412,USA,Socks,2024-01-01,13
13413,USA_013413,USA,T-Shirt,2024-01-02,14
13414,USA_013414,USA,Socks,2024-01-03,15
13415,USA_013415,USA,Socks,2024-01-04,16
13416,USA_013416,USA,T-Shirt,2024-01-05,17
13417,USA_013417,USA,Socks,2024-01-06,18
13418,USA_013418,USA,Socks,2024-01-07,19
13419,USA_013419,USA,T-Shirt,2024-01-08,20
13420,USA_013420,USA,Socks,2024-01-09,21
13421,USA_013421,USA,Socks,2024-01-10,22
13422,USA_013422,USA,T-Shirt,2024-01-11,23
13423,USA_013423,USA,Socks,2024-01-12,24
13424,USA_013424,USA,Socks,2024-01-13,25
13425,USA_013425,USA,T-Shirt,2024-01-14,26
13426,USA_013426,USA,Socks,2024-01-15,27
13427,USA_013427,USA,Socks,2024-01-16,28
13428,USA_013428,USA,T-Shirt,2024-01-17,29
13429,USA_013429,USA,Socks,2024-01-18,30
13430,USA_013430,USA,Socks,2024-01-19,31
13431,USA_013431,USA,T-Shirt,2024-01-20,32
13432,USA_013432,USA,Socks,2024-01-21,33
13433,USA_013433,USA,Socks,2024-01-22,34
13434,USA_013434,USA,T-Shirt,2024-01-23,35
13435,USA_013435,USA,Socks,2024-01-24,36
13436,USA_013436,USA,Socks,2024-01-25,37
13437,USA_013437,USA,T-Shirt,2024-01-26,38
13438,USA_013438,USA,Socks,2024-01-27,39
13439,USA_013439,USA,Socks,2024-01-28,40
13440,USA_013440,USA,T-Shirt,2024-01-01,41
13441,USA_013441,USA,Socks,2024-01-02,42
13442,USA_013442,USA,Socks,2024-01-03,43
13443,USA_013443,USA,T-Shirt,2024-01-04,44
13444,USA_013444,USA,Socks,2024-01-05,45
13445,USA_013445,USA,Socks,2024-01-06,46
13446,USA_013446,USA,T-Shirt,2024-01-07,47
13447,USA_013447,USA,Socks,2024-01-08,48
13448,USA_013448,USA,Socks,2024-01-09,49
13449,USA_013449,USA,T-Shirt,2024-01-10,50
13450,USA_013450,USA,Socks,2024-01-11,51
13451,USA_013451,USA,Socks,2024-01-12,52
13452,USA_013452,USA,T-Shirt,2024-01-13,53
13453,USA_013453,USA,Socks,2024-01-14,54
13454,USA_013454,USA,Socks,2024-01-15,55
13455,USA_013455,USA,T-Shirt,2024-01-16,56
13456,USA_013456,USA,Socks,2024-01-17,57
13457,USA_013457,USA,Socks,2024-01-18,58
13458,USA_013458,USA,T-Shirt,2024-01-19,59
13459,USA_013459,USA,Socks,2024-01-20,60
13460,USA_013460,USA,Socks,2024-01-21,61
13461,USA_013461,USA,T-Shirt,2024-01-22,62
13462,USA_013462,USA,Socks,2024-01-23,63
13463,USA_013463,USA,Socks,2024-01-24,64
13464,USA_013464,USA,T-Shirt,2024-01-25,65
13465,USA_013465,USA,Socks,2024-01-26,66
13466,USA_013466,USA,Socks,2024-01-27,67
13467,USA_013467,USA,T-Shirt,2024-01-28,68
13468,USA_013468,USA,Socks,2024-01-01,69
13469,USA_013469,USA,Socks,2024-01-02,70
13470,USA_013470,USA,T-Shirt,2024-01-03,71
13471,USA_013471,USA,Socks,2024-01-04,72
13472,USA_013472,USA,Socks,2024-01-05,73
13473,USA_013473,USA,T-Shirt,2024-01-06,74
13474,USA_013474,USA,Socks,2024-01-07,75
13475,USA_013475,USA,Socks,2024-01-08,76
13476,USA_013476,USA,T-Shirt,2024-01-09,77
13477,USA_013477,USA,Socks,2024-01-10,78
13478,USA_013478,USA,Socks,2024-01-11,79
13479,USA_013479,USA,T-Shirt,2024-01-12,80
13480,USA_013480,USA,Socks,2024-01-13,81
13481,USA_013481,USA,Socks,2024-01-14,82
13482,USA_013482,USA,T-Shirt,2024-01-15,83
13483,USA_013483,USA,Socks,2024-01-16,84
13484,USA_013484,USA,Socks,2024-01-17,85
13485,USA_013485,USA,T-Shirt,2024-01-18,86
13486,USA_013486,USA,Socks,2024-01-19,87
13487,USA_013487,USA,Socks,2024-01-20,88
13488,USA_013488,USA,T-Shirt,2024-01-21,89
13489,USA_013489,USA,Socks,2024-01-22,90
13490,USA_013490,USA,Socks,2024-01-23,91
13491,USA_013491,USA,T-Shirt,2024-01-24,92
